wall_clock_ms,server_total_processing_ms,embedding_ms,similarity_ms,predicted_label,node_role,item_id,gold_label,char_count,node
29.52090001781471,6.494750006822869,6.427950007491745,0.06428499182220548,Mismatched,edge-unsandboxed,Q_118,Weakly Aligned,261,edge
14.07529998687096,7.332074994337745,7.267385997693054,0.062121995142661035,Weakly Aligned,edge-unsandboxed,Q_149,Weakly Aligned,275,edge
14.318000001367182,7.430685989675112,7.364764998783357,0.06285100243985653,Weakly Aligned,edge-unsandboxed,Q_127,Weakly Aligned,260,edge
34.913200011942536,8.099927988951094,8.032336991163902,0.06494300032500178,Weakly Aligned,edge-unsandboxed,Q_126,Weakly Aligned,415,edge
36.949100001947954,14.890256992657669,14.80893199914135,0.0777990062488243,Mismatched,edge-unsandboxed,Q_133,Weakly Aligned,324,edge
22.32190000358969,7.252155002788641,7.155332001275383,0.093301001470536,Weakly Aligned,edge-unsandboxed,Q_120,Weakly Aligned,296,edge
24.443200003588572,6.088285008445382,5.980387999443337,0.10522700904402882,Aligned,cloud,Q_164,Aligned,201,cloud
30.309499998111278,6.051527991076,5.982729999232106,0.06579300679732114,Weakly Aligned,cloud,Q_190,Aligned,213,cloud
15.182800008915365,6.317863997537643,6.251165003050119,0.06404500163625926,Aligned,cloud,Q_181,Aligned,190,cloud
29.299699992407113,6.5123909880639985,6.448587999329902,0.06099499296396971,Aligned,cloud,Q_196,Aligned,162,cloud
34.18640000745654,10.100767001858912,9.960708004655316,0.1345350028714165,Weakly Aligned,cloud,Q_168,Aligned,273,cloud
24.676400003954768,6.358440994517878,6.262586000957526,0.09265699191018939,Weakly Aligned,cloud,Q_199,Aligned,197,cloud
23.098599980585277,5.666126002324745,5.601768003543839,0.06158900214359164,Weakly Aligned,cloud,Q_177,Aligned,153,cloud
33.169300004374236,8.852423998177983,8.788261009613052,0.06138299067970365,Weakly Aligned,cloud,Q_176,Aligned,228,cloud
27.047600015066564,6.620298998313956,6.548748002387583,0.06820300768595189,Weakly Aligned,cloud,Q_183,Aligned,219,cloud
29.723399988142774,6.430273992009461,6.364171000313945,0.0635659962426871,Aligned,cloud,Q_170,Aligned,211,cloud
31.530299980659038,7.90748700092081,7.84195501182694,0.06274400220718235,Weakly Aligned,cloud,Q_084,Mismatched,298,cloud
29.65270000277087,7.359529990935698,7.294086011825129,0.06275299529079348,Weakly Aligned,cloud,Q_054,Mismatched,237,cloud
30.751700018299744,7.340951997321099,7.273229988641106,0.06417000258807093,Weakly Aligned,cloud,Q_071,Mismatched,280,cloud
30.329300003359094,7.780691012158059,7.698340996284969,0.07906500832177699,Weakly Aligned,cloud,Q_046,Mismatched,222,cloud
11.788599978899583,6.730599998263642,6.639521991019137,0.08747099491301924,Weakly Aligned,cloud,Q_045,Mismatched,227,cloud
17.517500004032627,8.730097993975505,8.625022994237952,0.10062298679258674,Weakly Aligned,cloud,Q_040,Mismatched,260,cloud
14.424599998164922,5.710048004402779,5.645009005093016,0.06261299131438136,Weakly Aligned,cloud,Q_023,Mismatched,154,cloud
29.48530000867322,7.189736003056169,7.121200003894046,0.0657900091027841,Weakly Aligned,cloud,Q_081,Mismatched,309,cloud
13.220699998782948,5.703588991309516,5.641497002216056,0.05968399636913091,Weakly Aligned,cloud,Q_011,Mismatched,179,cloud
31.09730000142008,6.087057001423091,6.021523993695155,0.06253100582398474,Weakly Aligned,cloud,Q_001,Mismatched,231,cloud
32.338199991500005,7.900655007688329,7.835305004846305,0.06257199856918305,Weakly Aligned,cloud,Q_114,Weakly Aligned,310,cloud
28.6441000062041,6.845220996183343,6.7605160002131015,0.08121400605887175,Mismatched,cloud,Q_140,Weakly Aligned,265,cloud
31.50640000239946,8.49571599974297,8.425104999332689,0.06781599950045347,Mismatched,cloud,Q_131,Weakly Aligned,374,cloud
11.496599996462464,6.830897007603198,6.751081004040316,0.07655000081285834,Weakly Aligned,cloud,Q_146,Weakly Aligned,269,cloud
31.861399998888373,6.630717005464248,6.540850998135284,0.08702599734533578,Mismatched,cloud,Q_118,Weakly Aligned,261,cloud
30.14629997778684,6.403795996448025,6.341393003822304,0.060224992921575904,Weakly Aligned,cloud,Q_149,Weakly Aligned,275,cloud
15.096799994353205,7.409561003441922,7.298250013263896,0.10775800910778344,Weakly Aligned,cloud,Q_127,Weakly Aligned,260,cloud
32.76820000610314,8.439224009634927,8.374395009013824,0.06220300565473735,Weakly Aligned,cloud,Q_126,Weakly Aligned,415,cloud
11.298199999146163,7.0190429978538305,6.954257987672463,0.06212499283719808,Mismatched,cloud,Q_133,Weakly Aligned,324,cloud
33.276200003456324,7.47240599594079,7.38945699413307,0.07999700028449297,Weakly Aligned,cloud,Q_120,Weakly Aligned,296,cloud
