label,request_index,item_id,embedding_ms,similarity_ms,total_processing_ms,predicted_label
cpu4.0_old,19,Q_002,53.97949799953494,0.12270100705791265,54.1068039892707,Weakly Aligned
cpu4.0_old,20,Q_003,4.987591004464775,0.057653000112622976,5.047148995799944,Aligned
cpu4.0_old,21,Q_004,66.66335099725984,0.0699720112606883,66.73629500437528,Weakly Aligned
cpu4.0_old,22,Q_005,6.5235049987677485,0.06461099837906659,6.590795004740357,Weakly Aligned
cpu4.0_old,23,Q_006,44.353553996188566,0.06729800952598453,44.424262989195995,Weakly Aligned
cpu4.0_old,24,Q_007,6.031106997397728,0.06715899507980794,6.100772996433079,Weakly Aligned
cpu4.0_old,25,Q_008,6.4680719951866195,0.06724399281665683,6.538510002428666,Weakly Aligned
cpu4.0_old,26,Q_009,6.150126995635219,0.2406490093562752,6.394443000317551,Weakly Aligned
cpu4.0_old,27,Q_010,6.0617629933403805,0.06386099266819656,6.127926011686213,Weakly Aligned
cpu4.0_old,28,Q_011,44.94120299932547,0.06751299952156842,45.01154899480753,Weakly Aligned
cpu4.0_old,29,Q_012,6.384483000147156,0.06562999624293298,6.452625006204471,Weakly Aligned
cpu4.0_old,30,Q_013,48.50553299183957,0.0824430026113987,48.590994003461674,Weakly Aligned
cpu4.0_new,1,Q_004,6.844593997811899,0.09416900866199285,7.532677002018318,Weakly Aligned
cpu4.0_new,2,Q_005,63.491206004982814,0.06909499643370509,64.1345949989045,Weakly Aligned
cpu4.0_new,3,Q_006,6.366224988596514,0.06907599163241684,6.855953004560433,Weakly Aligned
cpu4.0_new,4,Q_007,48.45707200001925,0.07014999573584646,48.96374899544753,Weakly Aligned
cpu4.0_new,5,Q_008,5.843266000738367,0.07237099634949118,6.363164997310378,Weakly Aligned
cpu4.0_new,6,Q_009,61.50077100028284,0.10232500790152699,62.15493500349112,Weakly Aligned
cpu4.0_new,7,Q_010,6.813376006903127,0.08705700747668743,7.3589779931353405,Weakly Aligned
cpu4.0_new,8,Q_011,44.75224800989963,0.06867700722068548,45.23319499276113,Weakly Aligned
cpu4.0_new,9,Q_012,7.035779999569058,0.06782900891266763,7.543013998656534,Weakly Aligned
cpu4.0_new,10,Q_013,60.57471000531223,0.15187999815680087,61.5057609975338,Weakly Aligned
cpu4.0_new,11,Q_014,5.401657006586902,0.0869069917825982,5.923018994508311,Aligned
cpu4.0_new,12,Q_015,5.719250999391079,0.061650003772228956,6.165225000586361,Aligned
cpu4.0_new,13,Q_016,41.606522994698025,0.10001800546888262,42.339706007624045,Aligned
cpu4.0_new,14,Q_017,6.347108006593771,0.08299799810629338,6.888788993819617,Weakly Aligned
cpu4.0_new,15,Q_018,50.34459900343791,0.08082699787337333,50.89163900993299,Aligned
cpu4.0_new,16,Q_019,8.980772996437736,0.06806300370953977,9.45769999816548,Weakly Aligned
cpu4.0_new,17,Q_020,62.04112399427686,0.10906699753832072,62.823765008943155,Weakly Aligned
cpu4.0_new,18,Q_001,5.002064004656859,0.06315899372566491,5.444713999168016,Aligned
cpu4.0_new,19,Q_002,75.45031698828097,0.09909099026117474,76.23544399393722,Weakly Aligned
cpu4.0_new,20,Q_003,5.950660997768864,0.06881599256303161,6.4183770009549335,Weakly Aligned
cpu4.0_new,21,Q_004,40.309156000148505,0.08005100244190544,40.87644399260171,Weakly Aligned
cpu4.0_new,22,Q_005,6.153638998512179,0.06672099698334932,6.611888995394111,Weakly Aligned
cpu4.0_new,23,Q_006,6.567809003172442,0.08719800098333508,7.220782994409092,Weakly Aligned
cpu4.0_new,24,Q_007,32.06598699034657,0.06549700628966093,32.58541799732484,Weakly Aligned
cpu4.0_new,25,Q_008,5.695407002349384,0.07287799962796271,6.202025004313327,Weakly Aligned
cpu4.0_new,26,Q_009,60.73418199957814,0.09732300532050431,61.44297600258142,Weakly Aligned
cpu4.0_new,27,Q_010,6.372490999638103,0.06697099888697267,6.8450380058493465,Weakly Aligned
cpu4.0_new,28,Q_011,45.18415000347886,0.06777499220333993,45.68683799880091,Weakly Aligned
cpu4.0_new,29,Q_012,7.725802002823912,0.1004270015982911,8.57785000698641,Weakly Aligned
cpu4.0_new,30,Q_013,59.98195300344378,0.07229499169625342,60.47329700959381,Weakly Aligned
